cgpa,python,communication,projects,internships,interest,career
6.44,8,5,10,4,Cyber,Cyber Security
5.66,8,6,5,5,AI,AI Engineer
7.63,10,9,4,1,Web,Web Developer
6.15,7,8,9,5,Web,Web Developer
6.23,4,2,10,5,AI,AI Engineer
9.58,3,8,7,1,Cloud,Cloud Engineer
9.14,4,8,10,2,Cyber,Cyber Security
8.33,9,7,7,2,AI,AI Engineer
9.36,7,9,8,1,Data Science,Data Scientist
8.61,10,4,8,1,Web,Web Developer
7.61,10,1,2,0,Cyber,Cyber Security
6.33,4,1,8,2,Data Science,Data Scientist
7.72,2,9,7,3,AI,AI Engineer
7.36,10,2,0,0,Web,Web Developer
6.21,1,7,1,1,AI,AI Engineer
8.55,10,10,1,1,Web,Web Developer
6.02,4,5,2,5,Cloud,Cloud Engineer
9.13,10,10,1,3,Cyber,Cyber Security
8.7,5,6,0,1,Cloud,Cloud Engineer
9.23,7,3,7,3,Cyber,Cyber Security
6.49,5,1,7,1,Data Science,Data Scientist
5.64,8,10,3,2,AI,AI Engineer
5.97,1,7,5,5,Data Science,Data Scientist
9.85,4,10,10,2,Web,Web Developer
7.24,6,2,9,1,AI,AI Engineer
8.47,2,6,8,2,AI,AI Engineer
7.6,8,7,4,5,Data Science,Data Scientist
6.24,5,2,6,1,Cyber,Cyber Security
8.29,1,7,2,1,AI,AI Engineer
7.89,7,8,3,0,Cloud,Cloud Engineer
6.2,7,8,4,4,Cyber,Cyber Security
8.34,8,7,7,1,Data Science,Data Scientist
10.0,10,7,4,3,AI,AI Engineer
8.89,5,7,10,5,Cloud,Cloud Engineer
7.2,3,6,5,5,AI,AI Engineer
7.55,2,2,5,4,Data Science,Data Scientist
9.58,1,5,9,3,Data Science,Data Scientist
8.19,2,8,5,3,Cyber,Cyber Security
9.74,1,4,0,3,Data Science,Data Scientist
6.78,9,9,8,3,AI,AI Engineer
8.21,10,6,6,2,AI,AI Engineer
7.98,5,5,2,1,Cyber,Cyber Security
7.54,2,3,9,5,Cyber,Cyber Security
5.83,8,10,1,0,AI,AI Engineer
7.66,8,6,10,1,Cloud,Cloud Engineer
6.61,5,6,6,4,Data Science,Data Scientist
7.16,9,4,6,0,Web,Web Developer
8.65,5,9,7,0,AI,AI Engineer
6.56,2,7,9,5,Cyber,Cyber Security
8.69,8,9,3,5,Data Science,Data Scientist
6.43,1,2,6,0,Data Science,Data Scientist
8.0,6,10,9,5,Cloud,Cloud Engineer
7.47,10,3,1,2,Data Science,Data Scientist
9.54,8,10,1,5,Cyber,Cyber Security
9.61,2,8,0,1,Cloud,Cloud Engineer
9.76,10,1,6,2,Cloud,Cloud Engineer
7.59,2,10,5,5,Data Science,Data Scientist
8.47,9,5,6,5,AI,AI Engineer
9.36,6,5,6,3,AI,AI Engineer
5.93,8,8,2,3,AI,AI Engineer
9.14,2,3,5,1,AI,AI Engineer
8.89,10,7,10,0,Cyber,Cyber Security
6.9,5,5,6,3,Cloud,Cloud Engineer
5.69,6,9,3,1,AI,AI Engineer
8.2,5,10,5,4,AI,AI Engineer
8.74,1,5,4,1,AI,AI Engineer
9.06,8,2,4,0,Cyber,Cyber Security
8.98,5,2,6,0,AI,AI Engineer
8.35,10,7,10,2,AI,AI Engineer
5.6,7,4,0,1,Data Science,Data Scientist
6.45,6,9,10,5,Data Science,Data Scientist
8.56,6,3,8,4,AI,AI Engineer
7.77,9,4,0,2,Cloud,Cloud Engineer
7.67,8,5,1,4,Web,Web Developer
8.95,2,2,4,3,Cyber,Cyber Security
6.8,5,8,2,0,AI,AI Engineer
9.53,8,3,4,5,Web,Web Developer
7.11,2,9,10,4,AI,AI Engineer
6.17,8,8,10,2,Cyber,Cyber Security
6.55,2,3,4,3,Cyber,Cyber Security
6.4,5,7,5,4,AI,AI Engineer
8.02,4,2,8,4,AI,AI Engineer
8.22,1,9,6,2,Cloud,Cloud Engineer
5.67,2,8,2,5,Data Science,Data Scientist
5.94,4,10,9,0,Cyber,Cyber Security
9.3,2,8,5,1,Cloud,Cloud Engineer
6.18,4,5,1,3,AI,AI Engineer
6.41,3,8,3,1,Cyber,Cyber Security
9.83,4,3,6,2,Cloud,Cloud Engineer
8.14,8,2,9,4,Cyber,Cyber Security
7.55,8,1,4,0,Cloud,Cloud Engineer
7.91,8,7,4,3,Cloud,Cloud Engineer
6.15,4,6,0,3,AI,AI Engineer
9.61,3,6,6,5,Cloud,Cloud Engineer
7.67,10,3,5,2,Cloud,Cloud Engineer
9.06,5,8,8,0,Web,Web Developer
5.66,8,1,0,4,Cyber,Cyber Security
8.0,2,3,6,1,Data Science,Data Scientist
8.01,9,6,5,4,Cyber,Cyber Security
6.81,4,9,1,1,Cyber,Cyber Security
6.84,4,3,2,4,Data Science,Data Scientist
9.45,8,5,4,4,Data Science,Data Scientist
7.8,4,7,6,0,AI,AI Engineer
5.75,5,9,3,2,AI,AI Engineer
9.55,5,9,10,0,Web,Web Developer
9.59,10,3,7,3,Cloud,Cloud Engineer
8.83,10,2,0,4,Cloud,Cloud Engineer
9.14,10,3,0,2,Cyber,Cyber Security
8.71,9,2,6,2,Cloud,Cloud Engineer
9.69,5,7,2,5,Data Science,Data Scientist
8.57,8,2,7,4,Web,Web Developer
6.67,3,5,7,0,Web,Web Developer
5.51,3,5,1,0,AI,AI Engineer
7.88,9,1,8,2,Cyber,Cyber Security
8.49,1,8,6,4,Cloud,Cloud Engineer
9.25,2,2,6,4,Data Science,Data Scientist
7.74,5,10,0,5,Cyber,Cyber Security
8.54,5,3,0,0,Cloud,Cloud Engineer
7.43,1,9,7,5,AI,AI Engineer
6.41,10,8,2,5,Web,Web Developer
5.86,1,5,4,2,AI,AI Engineer
8.86,10,8,6,4,Web,Web Developer
8.72,5,2,7,1,Cyber,Cyber Security
9.99,8,2,3,5,AI,AI Engineer
7.6,6,3,7,3,Data Science,Data Scientist
8.91,6,10,1,5,Web,Web Developer
8.27,9,7,10,0,Cyber,Cyber Security
9.36,2,7,2,5,AI,AI Engineer
9.73,10,8,7,1,Cloud,Cloud Engineer
8.97,2,5,0,1,Cyber,Cyber Security
8.38,2,4,0,3,Data Science,Data Scientist
9.74,8,7,5,3,Data Science,Data Scientist
7.35,9,4,7,4,AI,AI Engineer
9.44,9,3,10,1,AI,AI Engineer
9.6,7,1,8,1,Web,Web Developer
8.53,8,6,8,5,AI,AI Engineer
6.02,1,4,0,3,Cyber,Cyber Security
7.03,9,1,9,1,Data Science,Data Scientist
8.99,5,3,8,2,Cyber,Cyber Security
9.22,9,3,8,3,Web,Web Developer
6.44,1,1,8,3,Web,Web Developer
5.97,5,7,8,1,Cloud,Cloud Engineer
7.61,3,1,4,4,Data Science,Data Scientist
8.38,8,5,6,0,Cloud,Cloud Engineer
7.42,1,6,3,2,Web,Web Developer
6.75,1,8,8,3,Cloud,Cloud Engineer
6.23,6,5,1,0,Web,Web Developer
6.83,10,3,6,5,Data Science,Data Scientist
5.79,2,2,9,0,Web,Web Developer
7.79,1,9,9,5,Web,Web Developer
7.74,3,4,4,2,Data Science,Data Scientist
8.62,6,9,5,1,Cyber,Cyber Security
8.88,3,8,9,2,Data Science,Data Scientist
8.97,4,4,1,5,Cloud,Cloud Engineer
7.61,2,4,3,1,Web,Web Developer
7.09,9,10,9,1,AI,AI Engineer
7.05,10,4,9,3,Cloud,Cloud Engineer
8.23,9,2,2,2,Data Science,Data Scientist
9.71,7,10,2,5,Cyber,Cyber Security
6.53,10,1,4,3,Data Science,Data Scientist
9.39,10,3,6,2,Cyber,Cyber Security
7.2,10,2,1,0,Data Science,Data Scientist
8.18,7,6,1,5,Cloud,Cloud Engineer
9.27,6,7,2,5,Cloud,Cloud Engineer
8.77,5,1,10,3,Cyber,Cyber Security
7.46,10,7,2,5,Cloud,Cloud Engineer
8.19,5,5,9,4,Cyber,Cyber Security
9.65,5,6,2,1,Cyber,Cyber Security
6.87,3,10,9,2,Cloud,Cloud Engineer
8.77,9,6,10,4,AI,AI Engineer
5.61,10,4,5,4,AI,AI Engineer
9.86,9,10,0,0,AI,AI Engineer
6.0,7,8,7,2,Cyber,Cyber Security
9.57,6,9,9,2,Cloud,Cloud Engineer
8.38,4,9,4,0,AI,AI Engineer
8.95,6,6,6,5,Web,Web Developer
6.95,1,1,3,0,Cyber,Cyber Security
8.02,8,9,8,0,Data Science,Data Scientist
6.61,9,9,9,4,Data Science,Data Scientist
8.13,2,4,4,2,AI,AI Engineer
8.04,1,9,5,5,Cloud,Cloud Engineer
9.35,4,9,10,3,Web,Web Developer
8.45,7,7,0,0,Web,Web Developer
6.5,6,3,6,1,Web,Web Developer
6.7,10,2,5,0,Cloud,Cloud Engineer
6.0,3,7,2,0,AI,AI Engineer
5.64,2,3,3,1,Data Science,Data Scientist
5.7,8,8,6,4,Web,Web Developer
6.85,6,4,5,2,Cloud,Cloud Engineer
6.76,10,10,8,2,Web,Web Developer
9.02,5,7,6,3,Data Science,Data Scientist
8.73,6,5,9,4,Cloud,Cloud Engineer
6.18,1,7,2,2,Cyber,Cyber Security
7.83,7,6,9,0,Cyber,Cyber Security
7.35,9,1,1,1,AI,AI Engineer
9.68,1,2,4,1,Cloud,Cloud Engineer
5.68,1,4,0,4,Cloud,Cloud Engineer
5.61,7,3,0,2,Web,Web Developer
8.68,2,5,0,0,Cyber,Cyber Security
6.72,10,2,1,2,AI,AI Engineer
7.67,8,6,6,1,Cloud,Cloud Engineer
8.84,7,4,3,5,Cloud,Cloud Engineer
6.62,4,4,6,2,Cyber,Cyber Security
6.41,4,4,4,1,Data Science,Data Scientist
7.56,9,9,7,2,AI,AI Engineer
7.71,8,8,3,5,Web,Web Developer
7.07,8,3,5,5,AI,AI Engineer
9.25,3,7,0,3,Data Science,Data Scientist
7.12,6,1,5,1,Web,Web Developer
7.4,2,8,10,4,Web,Web Developer
9.66,5,10,8,4,Web,Web Developer
7.28,8,4,1,4,Cloud,Cloud Engineer
5.96,1,2,9,1,AI,AI Engineer
5.65,7,6,2,4,Web,Web Developer
6.5,2,1,9,4,AI,AI Engineer
7.67,1,8,2,0,Cyber,Cyber Security
7.81,5,7,0,5,Web,Web Developer
9.58,6,1,6,0,Cloud,Cloud Engineer
9.62,9,10,9,4,Cyber,Cyber Security
7.39,4,7,10,1,AI,AI Engineer
5.62,10,8,8,3,Data Science,Data Scientist
7.01,3,4,3,2,Cloud,Cloud Engineer
9.7,2,6,4,3,Cyber,Cyber Security
8.27,4,8,9,1,Cyber,Cyber Security
7.23,7,8,9,5,Data Science,Data Scientist
9.13,7,8,7,5,Cyber,Cyber Security
7.74,8,9,10,0,AI,AI Engineer
5.72,8,6,4,5,Cyber,Cyber Security
5.67,2,7,8,0,Data Science,Data Scientist
6.87,2,8,5,1,Cloud,Cloud Engineer
7.54,9,4,0,2,Cyber,Cyber Security
5.89,9,7,2,3,Web,Web Developer
6.5,6,9,9,1,Cloud,Cloud Engineer
8.71,8,1,8,0,Web,Web Developer
5.99,5,5,1,0,Data Science,Data Scientist
5.84,5,7,10,0,Cyber,Cyber Security
9.71,1,6,7,4,Web,Web Developer
9.92,2,3,3,0,AI,AI Engineer
7.66,3,3,7,3,Cyber,Cyber Security
8.92,9,6,6,5,Cyber,Cyber Security
5.83,1,6,8,1,Cyber,Cyber Security
6.42,1,8,10,4,Cloud,Cloud Engineer
7.49,10,7,7,0,Cyber,Cyber Security
9.01,10,6,8,0,AI,AI Engineer
8.43,8,3,0,0,Cloud,Cloud Engineer
6.94,7,4,1,2,AI,AI Engineer
8.28,3,6,8,5,Cyber,Cyber Security
8.16,10,4,4,3,Data Science,Data Scientist
9.78,5,2,6,4,Cloud,Cloud Engineer
8.43,1,1,7,3,Data Science,Data Scientist
7.04,10,5,0,2,AI,AI Engineer
8.36,1,8,10,2,Cloud,Cloud Engineer
9.41,3,4,4,4,Web,Web Developer
8.94,3,4,3,0,Web,Web Developer
8.46,5,6,9,2,Cyber,Cyber Security
7.67,2,5,8,5,AI,AI Engineer
9.41,5,10,0,3,Web,Web Developer
9.84,6,2,8,2,Cyber,Cyber Security
9.65,1,9,2,5,Web,Web Developer
7.37,6,6,1,0,Cyber,Cyber Security
5.82,5,2,2,5,Data Science,Data Scientist
7.68,5,5,4,2,Cloud,Cloud Engineer
7.81,5,5,3,4,Cyber,Cyber Security
9.0,4,5,1,1,Cyber,Cyber Security
6.85,1,7,3,4,Cloud,Cloud Engineer
9.2,8,2,5,2,Cyber,Cyber Security
7.0,6,6,7,5,Cyber,Cyber Security
8.61,7,5,0,4,Web,Web Developer
6.04,6,9,10,5,Cloud,Cloud Engineer
5.62,5,1,3,1,AI,AI Engineer
7.74,2,3,5,1,Cloud,Cloud Engineer
8.67,7,8,8,2,Cyber,Cyber Security
7.95,3,3,0,2,Cyber,Cyber Security
8.15,4,3,3,5,Data Science,Data Scientist
6.94,7,3,2,1,Cloud,Cloud Engineer
6.53,3,3,5,2,Data Science,Data Scientist
8.13,4,10,3,5,Cloud,Cloud Engineer
9.24,2,2,0,0,Web,Web Developer
8.21,4,2,0,5,Web,Web Developer
5.58,10,9,0,1,Cloud,Cloud Engineer
7.45,7,2,1,0,Web,Web Developer
6.3,5,8,5,1,Data Science,Data Scientist
9.44,2,7,9,3,AI,AI Engineer
6.45,10,10,3,2,Cloud,Cloud Engineer
6.26,3,1,9,2,Web,Web Developer
8.55,3,4,1,0,Web,Web Developer
9.58,7,9,3,0,Data Science,Data Scientist
6.97,5,9,1,0,AI,AI Engineer
9.93,5,3,1,1,Data Science,Data Scientist
7.61,8,10,7,1,Cyber,Cyber Security
6.54,2,10,8,0,Web,Web Developer
9.17,3,1,1,5,Web,Web Developer
9.89,10,3,9,4,Data Science,Data Scientist
8.64,5,1,10,3,Cyber,Cyber Security
9.56,8,4,5,5,AI,AI Engineer
8.57,10,2,0,1,Cyber,Cyber Security
9.18,5,1,9,0,Cloud,Cloud Engineer
9.39,9,8,7,4,AI,AI Engineer
7.27,7,5,0,3,Web,Web Developer
9.63,10,6,2,3,Cloud,Cloud Engineer
8.78,7,9,0,0,AI,AI Engineer
5.75,3,9,3,2,Data Science,Data Scientist
5.53,6,1,2,5,Cloud,Cloud Engineer
6.27,1,2,4,0,Cyber,Cyber Security
7.85,7,5,3,1,Data Science,Data Scientist
6.18,7,6,4,1,Data Science,Data Scientist
9.54,8,2,4,1,Cyber,Cyber Security
7.43,10,3,4,5,AI,AI Engineer
7.83,5,5,5,2,Cyber,Cyber Security
5.88,5,2,5,0,Web,Web Developer
9.82,8,1,6,1,AI,AI Engineer
8.23,9,4,1,4,Data Science,Data Scientist
6.42,3,1,8,1,AI,AI Engineer
9.27,4,2,7,3,Cyber,Cyber Security
9.4,1,10,5,1,Web,Web Developer
5.9,3,4,7,0,Data Science,Data Scientist
8.54,9,5,5,2,Cloud,Cloud Engineer
8.7,3,6,4,3,Web,Web Developer
9.19,4,2,9,5,Web,Web Developer
8.39,7,1,5,5,Data Science,Data Scientist
5.8,3,3,5,4,Cloud,Cloud Engineer
7.97,4,6,7,5,Data Science,Data Scientist
7.12,3,7,7,2,Cyber,Cyber Security
7.27,7,2,8,2,Data Science,Data Scientist
8.36,2,7,3,4,Data Science,Data Scientist
7.06,1,8,9,0,AI,AI Engineer
7.3,1,4,2,1,Cyber,Cyber Security
8.06,4,9,2,2,Web,Web Developer
6.49,3,9,1,4,Cloud,Cloud Engineer
7.23,7,4,5,5,AI,AI Engineer
5.75,3,7,10,3,AI,AI Engineer
8.98,3,6,2,4,Cyber,Cyber Security
9.28,7,8,8,3,Cloud,Cloud Engineer
9.61,10,7,4,0,Web,Web Developer
7.12,9,1,3,5,Web,Web Developer
8.51,6,2,1,2,Web,Web Developer
9.61,6,6,4,3,Cyber,Cyber Security
9.82,4,6,10,3,Cyber,Cyber Security
9.39,1,9,5,5,Cloud,Cloud Engineer
7.94,10,1,6,5,Cyber,Cyber Security
9.86,1,9,0,2,Web,Web Developer
9.37,3,7,7,5,AI,AI Engineer
7.35,8,1,6,2,Web,Web Developer
6.58,1,8,8,3,Web,Web Developer
8.2,8,3,1,2,Web,Web Developer
8.86,3,2,8,5,Cyber,Cyber Security
9.96,8,4,1,0,Cyber,Cyber Security
8.06,9,5,1,2,Cyber,Cyber Security
9.48,3,10,6,3,Data Science,Data Scientist
9.41,3,3,1,4,Cyber,Cyber Security
7.01,10,8,8,4,AI,AI Engineer
7.81,2,3,9,1,Cloud,Cloud Engineer
9.01,3,4,1,5,Web,Web Developer
7.34,3,9,3,0,AI,AI Engineer
9.71,3,5,3,2,Data Science,Data Scientist
5.53,10,3,4,1,Web,Web Developer
8.73,6,6,8,4,AI,AI Engineer
9.54,5,7,2,5,Cloud,Cloud Engineer
6.2,5,3,8,0,Web,Web Developer
6.95,7,2,6,0,Data Science,Data Scientist
5.8,10,6,6,2,Cyber,Cyber Security
7.1,1,1,1,0,Data Science,Data Scientist
5.77,3,3,0,2,Data Science,Data Scientist
7.73,5,3,0,3,Web,Web Developer
7.12,2,9,8,4,Data Science,Data Scientist
7.41,10,4,0,5,Cloud,Cloud Engineer
8.52,9,5,1,2,Cyber,Cyber Security
9.21,3,9,2,0,Cyber,Cyber Security
7.43,1,5,4,4,Cloud,Cloud Engineer
7.2,3,2,1,2,Web,Web Developer
7.31,4,6,4,3,Data Science,Data Scientist
8.09,5,3,1,5,Cyber,Cyber Security
6.35,9,10,4,2,Data Science,Data Scientist
9.81,9,1,9,4,Web,Web Developer
8.01,2,5,5,4,Cloud,Cloud Engineer
7.38,9,1,8,2,Data Science,Data Scientist
6.16,2,6,2,4,AI,AI Engineer
8.78,4,9,8,3,Cloud,Cloud Engineer
7.41,10,9,9,2,Cloud,Cloud Engineer
7.26,7,7,6,3,Cyber,Cyber Security
6.51,10,9,7,1,Cyber,Cyber Security
9.49,9,1,5,0,Cyber,Cyber Security
7.42,7,9,9,4,AI,AI Engineer
7.96,7,9,4,0,Cloud,Cloud Engineer
7.81,7,7,2,0,Cloud,Cloud Engineer
7.81,8,6,8,0,Cloud,Cloud Engineer
8.25,8,5,0,2,Cyber,Cyber Security
9.95,7,1,4,4,AI,AI Engineer
6.45,2,7,1,4,Web,Web Developer
6.47,7,6,9,2,Web,Web Developer
6.72,7,7,6,3,Web,Web Developer
9.9,9,6,7,4,Cloud,Cloud Engineer
7.04,1,10,2,5,AI,AI Engineer
9.83,1,5,0,1,Cloud,Cloud Engineer
7.54,10,4,8,2,Cloud,Cloud Engineer
7.65,7,5,0,5,Web,Web Developer
8.87,1,7,2,2,Cyber,Cyber Security
9.86,8,8,8,0,Cloud,Cloud Engineer
6.6,9,7,6,3,Cyber,Cyber Security
8.88,4,9,8,5,Data Science,Data Scientist
7.98,3,9,0,0,AI,AI Engineer
7.22,7,8,2,1,Web,Web Developer
5.85,10,5,7,3,Web,Web Developer
7.44,5,10,8,0,Web,Web Developer
7.92,1,9,6,3,Cloud,Cloud Engineer
9.65,6,7,6,4,Cloud,Cloud Engineer
5.92,8,3,2,2,Web,Web Developer
9.19,1,10,5,2,Cloud,Cloud Engineer
7.34,1,2,5,5,Data Science,Data Scientist
6.15,6,3,4,3,Data Science,Data Scientist
6.59,10,7,7,1,AI,AI Engineer
5.82,1,3,3,1,Cyber,Cyber Security
6.77,6,8,6,0,AI,AI Engineer
6.05,4,2,8,2,Data Science,Data Scientist
8.7,3,2,3,0,Web,Web Developer
5.64,7,6,4,0,Web,Web Developer
7.23,7,1,9,4,Cloud,Cloud Engineer
9.32,3,9,0,4,Cloud,Cloud Engineer
8.54,7,10,2,1,Cyber,Cyber Security
7.78,3,1,4,0,Cloud,Cloud Engineer
6.45,1,3,6,1,AI,AI Engineer
9.73,2,3,6,3,Cloud,Cloud Engineer
8.83,1,5,1,4,Data Science,Data Scientist
9.03,7,1,0,0,Cloud,Cloud Engineer
6.14,9,2,10,1,Cloud,Cloud Engineer
8.55,7,2,10,3,Web,Web Developer
9.98,4,10,3,0,Cyber,Cyber Security
7.11,10,2,1,1,Cloud,Cloud Engineer
8.09,6,8,7,3,Cloud,Cloud Engineer
8.86,8,4,0,5,Cloud,Cloud Engineer
7.63,10,6,1,4,Web,Web Developer
7.76,2,6,8,0,AI,AI Engineer
9.34,5,9,9,0,Cyber,Cyber Security
9.24,10,4,1,3,Data Science,Data Scientist
7.91,6,2,0,0,Data Science,Data Scientist
8.67,2,10,6,5,Web,Web Developer
5.55,4,9,9,3,Web,Web Developer
6.88,9,6,9,0,AI,AI Engineer
9.53,5,4,5,0,Data Science,Data Scientist
8.45,8,6,9,5,Web,Web Developer
9.36,9,2,2,5,Cyber,Cyber Security
8.55,6,5,4,1,Web,Web Developer
9.44,2,1,2,1,Cloud,Cloud Engineer
7.6,6,9,8,1,AI,AI Engineer
8.59,8,4,3,4,Data Science,Data Scientist
7.4,8,9,2,4,Cloud,Cloud Engineer
9.82,4,5,6,5,AI,AI Engineer
9.65,1,4,1,1,Data Science,Data Scientist
8.9,8,9,2,1,AI,AI Engineer
8.38,6,3,8,3,Data Science,Data Scientist
9.13,3,2,2,1,Data Science,Data Scientist
7.19,4,10,9,2,Web,Web Developer
8.03,7,9,1,4,Web,Web Developer
8.92,5,9,5,0,Web,Web Developer
8.11,1,3,8,1,Data Science,Data Scientist
7.34,6,7,3,0,Cloud,Cloud Engineer
5.59,2,10,4,3,AI,AI Engineer
9.93,3,5,3,4,AI,AI Engineer
8.42,1,7,3,0,Data Science,Data Scientist
8.95,6,5,8,3,Data Science,Data Scientist
9.9,9,7,6,3,Data Science,Data Scientist
5.9,2,10,4,5,Data Science,Data Scientist
7.55,6,8,5,5,Cloud,Cloud Engineer
8.44,6,10,0,1,Data Science,Data Scientist
6.31,3,4,9,3,Cyber,Cyber Security
5.91,8,10,7,1,Web,Web Developer
9.56,5,2,5,1,Web,Web Developer
9.51,2,3,6,2,Cyber,Cyber Security
5.59,6,6,6,4,Web,Web Developer
8.46,1,9,2,4,AI,AI Engineer
6.06,4,2,1,3,Data Science,Data Scientist
7.09,7,7,0,5,Data Science,Data Scientist
7.93,3,2,2,2,Web,Web Developer
6.77,3,7,1,2,Web,Web Developer
8.24,3,2,1,4,Web,Web Developer
8.02,6,7,5,4,AI,AI Engineer
8.23,10,6,10,4,AI,AI Engineer
7.87,9,8,8,1,AI,AI Engineer
6.17,2,6,2,0,Data Science,Data Scientist
8.27,4,2,1,5,AI,AI Engineer
8.88,1,6,1,3,Cloud,Cloud Engineer
8.63,8,2,4,5,Web,Web Developer
6.53,1,2,5,4,Data Science,Data Scientist
6.86,1,8,9,0,Data Science,Data Scientist
6.53,9,9,4,1,AI,AI Engineer
6.92,6,4,9,4,Data Science,Data Scientist
8.62,5,7,10,4,Web,Web Developer
7.8,4,7,9,1,Cloud,Cloud Engineer
8.02,7,4,10,4,Web,Web Developer
6.38,3,7,2,0,AI,AI Engineer
8.08,8,7,10,3,Cyber,Cyber Security
8.96,1,2,9,3,Web,Web Developer
7.69,7,8,2,3,AI,AI Engineer
7.75,9,9,5,2,Cyber,Cyber Security
8.54,6,6,5,3,Web,Web Developer
6.94,9,7,10,0,Data Science,Data Scientist
7.29,2,7,3,2,AI,AI Engineer
8.9,2,3,8,5,AI,AI Engineer
9.49,6,10,7,2,Cyber,Cyber Security
9.67,5,7,6,5,AI,AI Engineer
6.71,3,7,2,3,Cyber,Cyber Security
9.87,1,8,5,2,Cloud,Cloud Engineer
6.17,7,2,1,0,AI,AI Engineer
9.1,5,6,10,2,Cloud,Cloud Engineer
7.36,5,1,0,2,Cloud,Cloud Engineer
8.69,1,1,0,2,Web,Web Developer
6.01,6,10,9,3,Web,Web Developer
5.7,7,5,10,1,Cyber,Cyber Security
6.08,2,3,5,4,Data Science,Data Scientist
9.29,9,1,6,0,Cloud,Cloud Engineer
6.18,9,8,8,5,AI,AI Engineer
9.46,6,8,10,2,AI,AI Engineer
7.38,1,4,3,2,AI,AI Engineer
6.59,8,10,7,4,Data Science,Data Scientist
5.64,6,3,0,5,Data Science,Data Scientist
8.46,9,5,7,1,Web,Web Developer
9.01,9,10,1,2,AI,AI Engineer
7.33,5,4,6,4,Cyber,Cyber Security
8.47,9,9,5,3,Web,Web Developer
9.59,4,1,2,1,Web,Web Developer
8.26,1,2,1,1,Cloud,Cloud Engineer
9.07,7,6,1,4,AI,AI Engineer
8.0,5,4,8,1,Cloud,Cloud Engineer
9.26,2,9,0,1,AI,AI Engineer
9.4,6,8,8,2,Cyber,Cyber Security
7.2,10,3,6,3,Cloud,Cloud Engineer
7.5,5,2,4,3,Cloud,Cloud Engineer
9.47,10,4,5,5,Data Science,Data Scientist
8.63,5,10,7,5,Web,Web Developer
7.09,9,3,1,5,Cloud,Cloud Engineer
9.98,3,3,10,1,Cloud,Cloud Engineer
7.99,7,9,9,0,Web,Web Developer
9.19,4,7,0,4,AI,AI Engineer
7.31,9,2,0,2,Cyber,Cyber Security
6.83,10,7,7,3,Cyber,Cyber Security
5.75,3,2,10,0,Cloud,Cloud Engineer
5.69,4,8,2,0,Cloud,Cloud Engineer
6.72,2,9,5,5,Web,Web Developer
9.67,4,3,10,0,Web,Web Developer
6.32,1,9,7,0,Data Science,Data Scientist
7.19,7,1,9,3,Cloud,Cloud Engineer
8.09,9,6,3,1,AI,AI Engineer
6.71,7,6,9,0,AI,AI Engineer
8.75,8,9,1,1,AI,AI Engineer
9.04,6,6,7,2,Data Science,Data Scientist
9.75,5,8,4,0,Data Science,Data Scientist
8.27,7,1,1,0,AI,AI Engineer
7.0,1,6,7,2,Data Science,Data Scientist
7.1,3,7,7,5,Cyber,Cyber Security
5.72,2,1,7,5,Cyber,Cyber Security
8.05,1,9,5,5,Cyber,Cyber Security
5.9,10,6,5,1,Cloud,Cloud Engineer
9.21,10,4,6,0,Web,Web Developer
7.89,7,7,10,4,Cyber,Cyber Security
7.95,10,8,10,0,Data Science,Data Scientist
8.34,8,5,9,0,Web,Web Developer
7.91,3,4,7,2,Cyber,Cyber Security
9.8,7,3,9,2,Data Science,Data Scientist
8.94,1,8,7,2,Cloud,Cloud Engineer
9.19,10,7,2,1,Cyber,Cyber Security
5.67,10,5,0,4,Cyber,Cyber Security
7.76,8,2,3,5,AI,AI Engineer
6.96,6,8,1,1,Cyber,Cyber Security
6.64,1,1,9,4,AI,AI Engineer
8.41,10,6,5,2,Web,Web Developer
9.35,6,3,8,1,AI,AI Engineer
7.12,2,9,10,3,Cyber,Cyber Security
5.81,8,10,2,0,Cloud,Cloud Engineer
5.95,1,8,8,2,Data Science,Data Scientist
8.19,7,7,9,0,AI,AI Engineer
6.63,1,5,3,1,AI,AI Engineer
9.52,1,9,2,0,Web,Web Developer
5.6,8,6,6,0,Cloud,Cloud Engineer
7.49,2,3,8,4,Cloud,Cloud Engineer
6.92,4,3,5,5,AI,AI Engineer
7.93,9,6,6,5,Data Science,Data Scientist
7.46,2,2,9,4,AI,AI Engineer
9.46,6,10,4,5,Cloud,Cloud Engineer
7.69,1,3,7,5,Data Science,Data Scientist
8.94,7,5,1,0,Cyber,Cyber Security
5.84,3,5,7,0,Cyber,Cyber Security
9.41,6,9,4,0,Cloud,Cloud Engineer
7.16,4,5,4,1,AI,AI Engineer
8.02,2,4,2,5,Cloud,Cloud Engineer
6.42,1,3,2,1,Web,Web Developer
5.51,6,3,6,3,Web,Web Developer
7.61,7,10,10,0,AI,AI Engineer
8.79,8,8,10,0,Cloud,Cloud Engineer
5.65,3,2,7,5,Data Science,Data Scientist
8.08,2,4,0,5,Data Science,Data Scientist
5.99,1,8,8,4,Cloud,Cloud Engineer
9.83,5,8,9,3,Web,Web Developer
8.59,5,2,7,3,Data Science,Data Scientist
8.78,8,6,2,1,Web,Web Developer
8.17,3,1,8,2,Data Science,Data Scientist
6.92,5,7,7,2,Cloud,Cloud Engineer
8.67,3,1,5,0,Data Science,Data Scientist
